,Latitude,Longitude,Tweets,Positive,Negative,Neutral,Mixed,Sentiment
0,8,78,Genuinely curious as to which vaccine Modi and the rest of his cronies will use ,0.0791756883263588,0.20786793529987335,0.7112698554992676,0.0016864794306457043,NEUTRAL
1,8,79,Genuinely curious as to which vaccine Modi and the rest of his cronies will use ,0.0791756883263588,0.20786793529987335,0.7112698554992676,0.0016864794306457043,NEUTRAL
2,8,80,"So far over 400,000 Sri Lankans vaccinated.All residents above 30 in high risk areas in Colombo and Gampaha to receive vaccine coming days.",0.027571598067879677,0.37583309412002563,0.5964156985282898,0.00017957865202333778,NEUTRAL
3,8,80, Great to hear all well with you. I guess the rollout of the vaccine will gradually cover all areas of the country soon. People are now very keen to get it unlike the west.',0.8371115922927856,0.010501433163881302,0.10150648653507233,0.05088048055768013,POSITIVE
4,8,80,_mathew Might be as my fitness trainer has so many of her clients including my daughter who have taken the vaccine.',0.2992241680622101,0.010802327655255795,0.689836859703064,0.00013665530423168093,NEUTRAL
5,8,80,More vaccines arrive in Sri Lanka even as Covid Minister Sudharshini Fernandopulle claims there are discrepancies  in the vaccination process COVID19Vaccine AstraZeneca vaccine coronavirus COVID19',0.0011762522626668215,0.04579902067780495,0.9530166387557983,8.088150025287177e-06,NEUTRAL
6,8,80,"Thanks to the  free healthcare, Thanks to the health authorities for the quick and efficient vaccine rollout, Thanks to the scientists who worked day and night tirelessly to find out the Oxford Azrezeneca,Thanks to   the for the neighbourhood. Immu. initiative ",0.9367680549621582,0.0003157022874802351,0.06284348666667938,7.278911652974784e-05,POSITIVE
7,8,80, COVID VACCINE FOR CANCER PATIENTS  SriLanka College of Oncologists have issued a statement saying the COVID19 vaccine can be received by patients who have completed chemotherapy.See complete statement below lka SriLanka COVID19SL vaccines COVID19LK ,0.003010689513757825,0.03442405164241791,0.9625527858734131,1.2453452654881403e-05,NEUTRAL
8,8,80, Get a life people.  When the winter comes in cold weather it will be worse. When summer comes in warm weather it will be worse. This is a pandemic just like war.  You have the vaccine and get that done and let the people live their lives.',0.02355506643652916,0.7699416279792786,0.1568036675453186,0.04969967156648636,NEGATIVE
9,8,80,"The single-shot Johnson and Johnson vaccine   is highly effective in preventing severe COVID19, including the South African and Brazil variants - AFP ",0.49631211161613464,0.0018594622379168868,0.5015009641647339,0.0003274092741776258,NEUTRAL
10,8,80,"  Yes there is an alternative, your Grama Sevaka has to certify and issue you a letter saying that you're eligible for the vaccine since you actually reside in Colombo.'",0.046635329723358154,0.04347146674990654,0.9005863666534424,0.009306896477937698,NEUTRAL
11,8,80," Oh also before I forget, they don't give the vaccine to anyone aged less than 30 years.'",0.02456241101026535,0.419559121131897,0.5313345789909363,0.02454385533928871,NEUTRAL
12,8,80,"These are outages, how does the government or anyone get to choose who will get the vaccine and who won't as they wish bypassing the scientific criteria?lka SriLanka COVID19 ",0.0014375578612089157,0.5069448947906494,0.49099162220954895,0.0006259106448851526,NEGATIVE
13,8,80, Thank you for the update. Guess I will wait and wait and wait. Perhaps I will go to Singapore to get my vaccine',0.5595577955245972,0.02895229682326317,0.22255827486515045,0.1889316290616989,POSITIVE
14,8,81,"So far over 400,000 Sri Lankans vaccinated.All residents above 30 in high risk areas in Colombo and Gampaha to receive vaccine coming days.",0.027571598067879677,0.37583309412002563,0.5964156985282898,0.00017957865202333778,NEUTRAL
15,8,81, Great to hear all well with you. I guess the rollout of the vaccine will gradually cover all areas of the country soon. People are now very keen to get it unlike the west.',0.8371115922927856,0.010501433163881302,0.10150648653507233,0.05088048055768013,POSITIVE
16,8,81,_mathew Might be as my fitness trainer has so many of her clients including my daughter who have taken the vaccine.',0.2992241680622101,0.010802327655255795,0.689836859703064,0.00013665530423168093,NEUTRAL
17,8,81,More vaccines arrive in Sri Lanka even as Covid Minister Sudharshini Fernandopulle claims there are discrepancies  in the vaccination process COVID19Vaccine AstraZeneca vaccine coronavirus COVID19',0.0011762522626668215,0.04579902067780495,0.9530166387557983,8.088150025287177e-06,NEUTRAL
18,8,81,"Thanks to the  free healthcare, Thanks to the health authorities for the quick and efficient vaccine rollout, Thanks to the scientists who worked day and night tirelessly to find out the Oxford Azrezeneca,Thanks to   the for the neighbourhood. Immu. initiative ",0.9367680549621582,0.0003157022874802351,0.06284348666667938,7.278911652974784e-05,POSITIVE
19,8,81, COVID VACCINE FOR CANCER PATIENTS  SriLanka College of Oncologists have issued a statement saying the COVID19 vaccine can be received by patients who have completed chemotherapy.See complete statement below lka SriLanka COVID19SL vaccines COVID19LK ,0.003010689513757825,0.03442405164241791,0.9625527858734131,1.2453452654881403e-05,NEUTRAL
20,8,81, Get a life people.  When the winter comes in cold weather it will be worse. When summer comes in warm weather it will be worse. This is a pandemic just like war.  You have the vaccine and get that done and let the people live their lives.',0.02355506643652916,0.7699416279792786,0.1568036675453186,0.04969967156648636,NEGATIVE
21,8,81,"The single-shot Johnson and Johnson vaccine   is highly effective in preventing severe COVID19, including the South African and Brazil variants - AFP ",0.49631211161613464,0.0018594622379168868,0.5015009641647339,0.0003274092741776258,NEUTRAL
22,8,81,"  Yes there is an alternative, your Grama Sevaka has to certify and issue you a letter saying that you're eligible for the vaccine since you actually reside in Colombo.'",0.046635329723358154,0.04347146674990654,0.9005863666534424,0.009306896477937698,NEUTRAL
23,8,81," Oh also before I forget, they don't give the vaccine to anyone aged less than 30 years.'",0.02456241101026535,0.419559121131897,0.5313345789909363,0.02454385533928871,NEUTRAL
24,8,81,"These are outages, how does the government or anyone get to choose who will get the vaccine and who won't as they wish bypassing the scientific criteria?lka SriLanka COVID19 ",0.0014375578612089157,0.5069448947906494,0.49099162220954895,0.0006259106448851526,NEGATIVE
25,8,81, Thank you for the update. Guess I will wait and wait and wait. Perhaps I will go to Singapore to get my vaccine',0.5595577955245972,0.02895229682326317,0.22255827486515045,0.1889316290616989,POSITIVE
26,8,82,"Will I have to wear a mask after getting the COVID19 vaccine? [The Answer, for now, is Yes] ",0.01730058155953884,0.20806196331977844,0.7727533578872681,0.0018841020064428449,NEUTRAL
